open_house_id,client_id,attended_flag,interest_level
21,50,True,low
21,47,True,low
21,791,True,medium
21,458,True,high
21,321,True,medium
21,534,False,low
22,181,True,medium
22,752,True,medium
22,120,False,low
22,758,True,medium
22,490,True,high
23,780,True,high
23,861,True,medium
23,722,True,low
23,776,True,high
23,46,True,medium
23,16,True,medium
23,461,True,medium
23,626,True,medium
23,638,True,high
23,803,True,medium
23,420,True,low
24,876,False,low
24,80,True,medium
24,123,True,low
24,663,False,high
24,331,True,medium
24,187,False,high
24,455,True,high
24,749,True,medium
24,19,True,medium
24,38,True,medium
24,623,True,very high
24,300,False,medium
25,531,True,medium
25,885,True,high
25,716,True,low
25,707,True,medium
25,218,True,high
26,832,True,high
26,119,True,low
26,220,True,high
26,120,True,low
26,141,True,medium
26,280,True,medium
26,719,True,very high
26,518,True,high
26,751,True,medium
27,762,True,medium
27,279,True,high
27,886,True,medium
27,758,True,very high
27,877,True,very high
27,533,False,medium
27,665,True,low
28,149,True,high
28,256,True,medium
28,154,True,medium
28,37,True,high
29,901,True,medium
29,830,True,high
29,946,True,low
29,375,True,low
29,996,True,medium
30,76,True,low
30,7,True,very high
30,576,True,medium
30,143,True,high
30,757,True,low
30,228,True,high
30,727,True,medium
30,92,True,high
30,635,False,high
30,12,True,medium
30,613,True,medium
30,347,True,medium
31,351,False,medium
31,613,True,high
31,954,True,medium
31,73,False,low
31,199,True,medium
31,308,True,medium
31,403,True,medium
32,397,True,very high
32,286,True,medium
32,253,True,high
32,491,False,medium
32,198,True,high
32,120,True,high
32,868,True,very high
32,540,True,low
32,22,True,medium
33,655,True,high
33,437,True,low
33,193,True,high
33,255,True,medium
33,782,True,very high
33,365,True,low
34,710,True,low
34,990,True,medium
34,671,True,low
34,789,True,high
34,307,True,high
34,684,True,high
34,993,True,medium
34,601,False,very high
34,635,True,medium
35,594,False,medium
35,294,True,medium
35,819,True,medium
35,35,False,high
35,284,True,high
36,373,True,very high
36,676,True,low
36,854,True,low
36,832,True,high
36,481,True,medium
36,427,True,medium
36,121,True,medium
37,749,False,medium
37,909,False,low
37,632,True,low
37,557,True,high
37,104,True,medium
37,874,True,medium
37,627,True,high
38,625,True,medium
38,739,True,high
38,398,True,high
38,336,False,high
38,216,True,medium
38,364,True,medium
38,473,True,very high
38,924,True,medium
38,487,True,low
38,777,True,very high
38,719,True,medium
39,479,True,medium
39,144,True,high
39,520,True,high
39,52,True,low
39,180,True,very high
39,138,True,very high
39,765,True,high
40,873,True,low
40,96,False,low
40,668,True,high
40,716,True,low
40,775,True,low
40,118,True,low
40,231,True,high
40,583,True,medium
41,772,True,medium
41,938,True,high
41,383,True,medium
41,977,False,low
41,805,True,medium
41,714,True,very high
42,952,True,medium
42,347,True,medium
42,644,True,high
42,741,True,low
43,799,True,medium
43,210,False,very high
43,395,True,medium
43,294,True,low
43,625,True,high
43,518,True,very high
43,80,False,very high
44,15,True,medium
44,672,True,high
44,705,True,low
44,362,False,low
44,420,True,high
44,617,True,low
44,350,False,very high
45,942,True,high
45,388,True,low
45,721,True,low
45,309,True,high
45,304,True,medium
45,400,True,medium
46,620,True,very high
46,658,True,high
46,391,True,medium
46,823,True,high
46,752,True,medium
47,422,True,high
47,900,True,low
47,506,True,medium
47,51,False,very high
47,60,True,medium
47,69,False,high
47,549,True,high
47,758,True,low
47,984,True,high
48,360,False,medium
48,886,True,medium
48,458,False,medium
48,573,True,medium
48,622,True,very high
48,440,False,very high
48,313,False,high
49,374,True,medium
49,719,True,low
49,362,True,high
49,683,True,medium
49,591,True,high
49,364,True,high
49,606,True,low
49,56,True,high
49,676,True,medium
50,496,False,high
50,151,True,medium
50,307,True,medium
50,762,True,medium
50,706,True,medium
50,558,True,low
51,96,True,medium
51,757,True,medium
51,584,True,medium
51,256,True,medium
52,338,True,very high
52,116,True,very high
52,999,True,medium
52,266,True,very high
52,89,True,medium
52,227,True,medium
52,275,True,high
52,997,True,medium
52,972,True,medium
52,660,True,medium
52,919,False,low
52,996,True,high
52,202,True,medium
52,21,False,medium
53,489,True,low
53,446,True,medium
53,4,True,very high
53,284,True,very high
53,301,True,low
53,6,True,medium
53,81,False,medium
53,33,True,high
54,769,True,high
54,675,True,medium
54,336,False,high
54,391,True,low
54,996,True,low
54,952,True,low
54,548,True,very high
54,612,True,medium
55,349,True,high
55,789,True,high
55,144,True,high
55,812,True,medium
55,11,True,high
55,7,False,medium
55,692,True,medium
55,698,True,high
56,760,True,low
56,754,False,high
57,117,True,low
57,160,True,medium
57,342,True,medium
57,152,True,very high
57,553,True,high
58,556,True,medium
58,896,True,high
58,64,True,low
58,337,True,medium
58,755,False,very high
58,994,False,high
58,836,True,medium
58,207,True,medium
58,318,True,low
58,192,False,very high
58,917,True,medium
58,663,True,high
59,177,False,high
59,440,True,medium
59,993,True,medium
59,774,True,medium
59,901,True,medium
59,710,False,medium
59,767,False,medium
60,430,True,high
60,54,True,high
60,531,True,low
60,15,False,medium
60,722,True,high
60,981,True,medium
60,459,True,high
61,85,True,very high
61,823,True,low
61,966,True,medium
61,632,True,high
61,644,True,medium
61,349,False,high
61,530,True,medium
61,331,False,high
61,57,True,low
62,264,True,low
62,141,True,low
62,870,True,high
62,916,True,high
62,303,True,high
62,338,True,medium
63,64,False,medium
63,878,True,high
63,595,True,very high
63,965,True,very high
63,332,True,high
63,604,True,high
63,107,True,very high
63,123,True,medium
63,700,False,medium
63,111,True,low
63,431,False,medium
64,799,True,medium
64,544,True,medium
64,264,True,low
64,446,True,low
64,672,True,low
64,194,True,medium
64,762,True,medium
65,146,False,low
65,877,True,low
65,30,True,medium
65,259,True,low
65,848,True,medium
65,351,True,high
66,945,True,medium
66,202,True,high
66,495,True,high
66,281,True,low
66,440,True,low
66,326,True,low
66,375,True,medium
66,562,True,medium
67,826,True,medium
67,449,True,medium
67,814,True,very high
67,434,True,high
67,510,True,medium
67,765,True,medium
67,806,True,medium
67,794,True,high
67,338,True,medium
68,67,True,medium
68,570,True,medium
68,388,True,low
68,133,True,very high
69,500,True,high
69,554,True,low
69,884,True,very high
69,544,True,high
69,200,True,medium
69,977,True,high
69,259,True,medium
69,361,True,low
70,141,True,low
70,896,True,low
70,360,True,high
70,133,True,high
70,232,True,medium
70,191,True,high
70,875,True,high
71,984,True,high
71,689,True,low
71,605,False,medium
71,793,True,low
71,388,True,low
71,4,True,medium
72,201,True,medium
72,519,True,very high
72,141,True,low
72,638,True,high
72,709,True,high
72,474,True,medium
72,671,True,high
72,93,True,very high
72,665,True,low
72,354,True,very high
72,921,True,low
73,743,True,medium
73,617,True,medium
73,629,True,medium
73,310,False,medium
73,487,True,medium
73,849,True,high
74,271,True,high
74,945,True,low
74,418,True,high
74,218,True,low
74,305,True,medium
74,472,True,high
75,923,False,medium
75,509,True,low
75,14,True,medium
75,395,True,high
75,113,True,high
75,218,True,high
75,824,True,medium
75,121,True,high
75,745,True,low
75,192,True,medium
75,735,False,very high
75,938,True,low
76,101,True,medium
76,942,True,low
76,747,True,medium
77,332,True,very high
77,530,True,medium
77,837,True,high
77,244,True,high
77,840,True,medium
77,445,True,low
77,475,True,medium
77,751,True,medium
77,31,True,medium
78,652,True,low
78,30,True,medium
78,559,True,medium
78,47,True,medium
78,81,True,high
78,625,True,high
78,798,True,high
79,334,True,medium
79,882,True,high
79,530,True,low
79,356,True,medium
79,577,False,high
79,556,True,very high
79,36,False,medium
79,73,False,medium
79,111,True,medium
80,919,True,low
80,747,True,medium
80,328,True,medium
80,698,True,high
80,196,False,high
80,619,True,low
81,874,True,high
81,811,True,medium
81,416,True,medium
81,964,True,medium
81,998,True,high
81,242,True,medium
81,276,True,high
82,196,True,high
82,766,True,very high
82,393,True,high
82,279,True,medium
83,12,True,low
83,397,True,low
83,165,True,high
83,44,True,low
84,932,True,medium
84,459,True,very high
84,554,True,high
84,403,False,medium
84,668,False,medium
84,984,True,high
85,761,False,low
85,7,True,high
85,439,True,medium
86,334,False,high
86,445,True,medium
86,418,True,medium
86,519,True,high
86,967,True,low
86,64,True,low
86,407,True,medium
87,238,True,high
87,191,True,low
87,920,True,high
87,116,True,high
87,943,True,high
87,268,True,medium
87,843,False,low
87,400,True,high
87,522,True,low
88,605,True,medium
88,862,True,low
88,828,True,high
88,114,False,very high
88,450,True,low
88,321,True,low
88,13,True,high
89,362,True,low
89,368,True,medium
89,528,False,high
89,699,True,medium
89,90,True,high
89,989,True,medium
89,204,True,medium
89,350,True,low
89,318,True,high
89,478,True,very high
90,536,True,high
90,679,True,high
90,658,True,low
90,557,True,very high
91,797,True,high
91,561,True,medium
91,722,True,low
91,431,False,high
92,732,True,medium
92,191,True,medium
92,619,True,low
92,897,True,low
92,252,True,medium
92,536,True,low
92,611,True,high
92,7,True,low
92,682,True,low
92,534,False,medium
93,739,True,low
93,710,True,high
93,818,True,medium
93,933,True,medium
93,544,True,medium
93,208,True,high
93,178,False,high
94,371,True,medium
94,101,True,medium
94,826,True,high
94,596,False,low
94,556,True,high
94,724,True,medium
94,683,True,low
94,364,True,low
95,165,True,low
95,634,True,low
95,628,True,low
95,105,False,medium
95,885,False,medium
95,218,True,medium
95,769,True,very high
95,80,True,low
95,850,False,high
95,283,True,high
95,491,True,low
96,335,False,high
96,183,True,medium
96,328,True,high
96,698,True,high
97,606,False,low
97,743,True,high
97,404,True,high
97,201,True,high
97,170,True,low
97,320,True,medium
97,422,False,high
97,367,True,very high
97,286,True,medium
98,40,False,very high
98,120,True,high
98,96,True,very high
98,875,True,medium
98,988,True,high
98,516,True,high
98,727,True,high
98,208,True,medium
99,939,True,high
99,803,False,high
99,265,True,high
99,24,False,medium
99,848,False,medium
99,586,True,medium
99,342,True,medium
99,987,True,low
100,745,True,medium
100,712,True,medium
100,330,True,low
100,348,True,low
100,765,True,high
100,235,True,medium
100,26,False,medium
101,717,True,medium
101,643,False,medium
101,574,True,low
101,859,True,very high
101,114,False,very high
101,163,True,medium
101,133,True,medium
101,899,True,medium
101,948,True,low
101,813,True,high
101,661,False,medium
101,268,True,very high
102,776,True,medium
102,709,True,low
102,201,True,medium
102,624,True,low
102,337,True,medium
102,6,True,medium
102,896,False,very high
102,580,True,high
103,212,True,high
103,498,True,medium
103,40,True,medium
103,218,True,very high
104,909,True,high
104,780,True,high
104,385,True,medium
104,672,True,low
104,675,True,medium
104,247,True,high
104,966,True,high
104,87,True,low
104,707,True,medium
104,693,True,very high
105,624,True,medium
105,780,True,medium
105,571,True,high
105,716,True,very high
105,35,True,medium
105,553,True,very high
105,351,True,low
106,286,False,high
106,814,True,high
106,427,True,low
106,133,True,low
106,60,True,low
106,250,True,medium
106,118,True,high
107,183,True,medium
107,874,True,very high
107,432,True,medium
107,269,True,high
107,881,True,low
107,375,True,medium
107,107,True,very high
107,972,True,medium
108,692,True,high
108,30,True,medium
108,994,True,high
109,152,False,medium
109,945,True,high
109,547,True,high
109,70,True,very high
109,417,True,low
109,810,False,high
109,996,True,very high
110,330,True,very high
110,775,True,medium
110,462,True,very high
110,325,False,high
110,665,False,low
110,195,True,very high
110,129,True,low
111,317,True,medium
111,459,True,medium
111,78,True,high
111,278,True,medium
111,223,True,low
111,82,True,high
111,932,True,medium
111,277,True,very high
111,137,True,high
111,789,False,high
111,604,True,low
112,553,True,low
112,253,True,medium
112,318,True,very high
112,111,True,medium
112,48,True,very high
112,20,False,high
112,285,True,low
112,397,True,medium
112,637,True,high
112,150,True,medium
113,559,True,high
113,528,True,medium
113,727,False,medium
113,91,True,medium
113,334,False,medium
114,577,True,very high
114,873,True,medium
114,739,True,low
114,562,True,high
114,63,True,medium
114,137,True,high
114,838,True,high
114,530,True,medium
115,600,True,medium
115,15,True,high
115,811,True,medium
115,382,True,high
115,127,True,low
115,774,True,low
115,867,True,low
115,846,True,low
116,927,False,high
116,708,True,low
116,948,False,high
116,884,True,low
116,545,True,very high
116,101,True,medium
116,281,True,low
116,593,True,medium
116,463,True,medium
116,306,True,low
116,460,True,very high
117,789,True,high
117,143,True,high
117,35,True,very high
117,634,True,very high
117,228,True,high
117,743,True,medium
117,708,True,medium
118,906,True,low
118,598,True,medium
118,699,True,medium
118,998,True,high
118,7,True,medium
118,632,True,high
119,845,False,high
119,740,True,low
119,984,True,medium
119,953,True,high
119,310,True,medium
119,629,True,medium
119,144,True,low
119,563,True,high
119,138,True,low
120,518,True,high
120,42,False,low
120,735,True,high
120,922,False,medium
120,686,True,low
120,143,True,medium
120,817,True,high
121,54,False,low
121,212,True,high
121,177,False,high
121,278,True,high
121,906,True,very high
121,792,True,high
122,614,False,low
122,717,True,high
122,645,True,low
122,658,True,medium
122,154,True,high
123,348,True,medium
123,279,True,high
123,605,True,low
123,460,False,medium
124,337,True,high
124,917,True,high
124,606,True,low
124,571,True,medium
124,745,True,low
124,138,True,high
124,13,True,low
124,250,True,medium
124,385,True,medium
124,729,True,medium
124,22,True,high
124,902,True,very high
124,965,True,medium
125,58,True,medium
125,268,False,low
125,627,True,medium
125,672,True,medium
125,47,True,low
125,22,False,high
125,230,True,medium
125,873,True,very high
126,874,True,low
126,898,True,medium
126,393,True,low
126,265,False,high
126,186,False,high
126,292,True,medium
126,537,True,very high
126,255,True,medium
126,222,True,very high
126,160,True,high
127,361,False,medium
127,779,True,high
127,53,True,low
127,524,True,high
127,799,False,medium
127,897,True,low
128,902,True,medium
128,835,True,low
128,614,True,medium
128,350,False,low
128,540,False,high
128,893,True,low
128,633,True,medium
129,181,True,high
129,472,True,high
129,10,True,very high
129,913,True,very high
129,914,True,medium
130,922,True,low
130,584,True,medium
130,121,True,medium
130,403,True,medium
130,334,True,medium
131,838,True,very high
131,644,True,low
131,181,True,very high
131,116,True,medium
131,434,True,medium
131,75,True,high
131,984,True,medium
131,149,False,high
131,554,False,medium
132,288,True,medium
132,221,True,high
132,530,True,high
132,96,True,medium
132,10,True,high
132,644,True,high
132,15,True,high
132,300,True,high
133,318,True,medium
133,493,False,medium
133,64,True,high
133,868,True,low
133,699,True,medium
133,349,True,very high
133,215,True,medium
133,377,True,medium
133,288,True,medium
133,938,True,medium
133,927,True,medium
133,146,True,high
133,823,True,high
133,717,True,high
133,305,True,low
133,767,True,very high
134,739,True,low
134,772,True,high
134,720,True,high
134,392,False,medium
134,675,True,medium
134,89,True,medium
134,303,True,medium
135,30,True,medium
135,797,False,high
135,403,True,high
135,139,True,low
135,989,True,medium
135,576,True,very high
136,702,True,high
136,226,True,high
136,862,True,high
136,225,True,medium
136,64,True,very high
136,201,True,very high
136,133,True,low
136,500,True,low
137,910,True,high
137,638,True,low
137,851,True,medium
137,625,True,low
137,952,True,medium
137,732,True,very high
137,530,True,low
137,932,True,medium
137,389,True,medium
137,549,True,low
137,951,True,high
137,331,False,very high
137,314,True,medium
137,894,True,low
138,37,True,high
138,187,True,very high
138,722,True,high
138,699,True,low
138,120,True,medium
139,741,True,very high
139,440,True,high
139,26,True,high
139,152,True,high
139,371,False,low
139,668,True,very high
140,72,True,high
140,350,True,low
140,214,True,medium
140,658,True,very high
140,677,True,low
140,778,True,medium
140,575,True,very high
141,195,True,high
141,48,False,high
141,769,True,medium
141,927,True,low
141,735,True,medium
141,459,True,very high
141,433,False,low
141,999,True,medium
141,143,True,low
142,11,True,low
142,307,True,low
142,608,True,medium
142,661,True,low
142,446,True,low
142,127,True,high
142,184,True,low
142,317,True,medium
142,788,True,medium
143,221,True,high
143,109,False,high
143,932,True,very high
143,465,True,low
143,492,True,medium
143,350,True,medium
143,212,True,very high
143,512,True,high
143,851,False,medium
143,63,True,high
143,900,True,medium
143,795,True,medium
143,623,True,medium
144,913,True,medium
144,392,True,high
144,596,True,high
144,498,False,medium
144,621,True,medium
144,210,True,high
144,395,True,low
144,589,True,medium
144,987,True,high
144,501,True,low
144,375,True,very high
144,573,True,high
144,623,True,high
145,326,True,low
145,147,True,low
145,624,True,high
145,486,True,very high
145,87,True,high
145,596,True,high
145,134,True,high
145,40,True,medium
145,621,True,high
146,187,True,high
146,117,True,low
146,716,True,medium
146,162,True,medium
147,70,True,medium
147,368,True,high
147,993,True,high
147,873,True,high
147,645,True,very high
147,710,True,high
147,853,True,high
148,549,True,medium
148,565,True,medium
148,230,True,medium
148,296,True,high
148,127,True,high
148,653,False,very high
148,430,True,high
148,410,True,very high
149,872,True,very high
149,621,False,medium
149,255,True,high
149,596,False,low
149,396,True,medium
149,96,True,low
149,403,True,high
150,265,True,low
150,732,True,medium
150,900,True,medium
150,250,True,medium
150,523,True,high
150,70,True,medium
150,222,True,medium
150,749,True,high
151,218,True,medium
151,942,False,medium
151,240,True,low
151,872,True,high
151,392,True,low
151,202,True,medium
152,609,True,very high
152,255,True,low
152,739,True,medium
152,691,True,medium
152,400,True,low
152,63,True,low
152,606,True,medium
152,565,True,high
152,579,True,high
152,338,True,medium
153,109,True,very high
153,16,True,very high
153,601,False,medium
153,874,True,high
153,512,True,medium
154,458,True,medium
154,978,True,high
154,841,True,low
154,643,True,medium
154,91,True,low
154,945,True,low
154,282,True,high
155,408,True,medium
155,872,True,very high
155,977,True,medium
155,477,True,high
155,567,True,medium
155,924,False,medium
155,191,True,low
155,486,True,medium
155,800,True,high
156,699,False,low
156,129,True,medium
156,309,True,high
156,963,True,high
157,876,True,medium
157,959,True,medium
157,149,True,low
157,554,True,very high
157,899,True,low
157,926,True,high
157,44,True,medium
157,355,True,medium
157,692,True,low
157,699,True,high
158,177,True,high
158,122,True,high
158,805,True,medium
158,77,True,low
158,927,True,medium
158,455,True,medium
158,502,True,high
158,318,True,medium
158,350,True,low
158,12,False,medium
159,629,True,medium
159,151,True,very high
159,610,True,high
159,57,True,medium
159,296,True,high
159,275,True,medium
159,767,True,medium
159,568,True,very high
159,994,True,high
160,109,True,medium
160,442,True,medium
160,792,True,medium
160,608,True,low
160,580,True,medium
160,348,True,low
160,15,True,medium
160,422,True,low
160,262,True,medium
160,913,True,medium
160,877,True,high
160,987,True,low
160,434,True,medium
161,560,True,medium
161,610,True,medium
161,78,True,high
161,987,True,low
161,637,True,medium
161,672,True,low
161,792,True,medium
161,625,False,medium
161,671,True,low
162,183,True,medium
162,472,True,high
162,345,True,high
162,217,True,medium
162,590,True,very high
163,687,False,medium
163,780,True,high
163,942,True,low
163,42,True,high
163,327,False,low
163,705,True,low
163,350,True,low
163,201,True,low
164,896,True,low
164,303,True,medium
164,286,True,medium
164,548,True,very high
164,178,True,very high
164,614,True,low
164,974,True,very high
165,789,True,medium
165,806,True,medium
165,160,True,very high
165,944,True,medium
165,243,False,low
165,242,True,high
165,859,True,high
165,201,True,low
165,646,True,very high
166,556,True,low
166,712,True,high
166,99,True,medium
166,625,True,high
166,502,True,medium
166,872,False,very high
166,657,True,high
166,577,True,medium
167,806,True,medium
167,160,True,medium
167,660,True,medium
167,140,True,low
167,575,False,low
167,226,True,high
167,77,False,high
168,901,True,low
168,943,True,medium
168,772,True,very high
168,330,True,high
168,388,True,medium
169,591,False,very high
169,482,False,low
169,966,True,very high
169,192,True,medium
169,345,True,medium
169,96,True,high
170,274,True,medium
170,318,True,medium
170,136,True,high
170,576,True,medium
170,769,True,low
170,14,True,very high
170,283,False,medium
171,119,True,high
171,256,False,low
171,44,True,low
171,248,True,very high
171,999,True,high
171,561,True,medium
171,755,True,low
171,731,True,low
172,307,False,low
172,851,False,high
172,136,True,high
172,253,True,medium
172,909,True,high
172,540,True,low
172,362,True,low
172,663,True,high
172,102,True,high
172,81,True,medium
172,573,True,high
172,726,True,medium
173,572,True,medium
173,1000,False,medium
173,311,True,medium
173,625,True,high
173,31,True,high
173,296,True,very high
174,76,True,very high
174,544,True,medium
174,265,True,low
174,601,True,medium
174,56,True,low
174,465,True,medium
174,916,True,medium
174,17,False,medium
174,48,True,very high
174,391,True,low
174,776,True,medium
174,274,True,medium
175,760,False,medium
175,508,False,low
176,85,True,high
176,950,True,medium
176,397,False,high
176,877,True,medium
177,477,True,medium
177,408,True,medium
177,868,True,very high
177,146,True,medium
177,595,False,medium
177,218,True,very high
177,748,True,high
177,374,True,medium
178,193,False,high
178,212,True,medium
178,240,True,medium
178,573,False,high
178,271,True,medium
178,748,True,medium
178,48,True,medium
178,993,True,low
178,540,True,low
178,439,True,medium
179,724,True,low
179,81,True,high
179,215,True,medium
179,478,False,low
179,817,True,medium
179,973,True,high
179,812,True,medium
179,732,True,medium
180,751,False,medium
180,11,True,low
180,398,True,medium
180,868,True,medium
180,174,False,high
180,623,True,low
180,935,True,medium
180,216,False,low
180,661,True,medium
180,248,True,high
180,719,True,medium
181,113,True,medium
181,218,True,low
181,762,True,medium
181,151,True,high
181,530,False,medium
181,305,True,medium
181,476,True,high
182,873,True,low
182,65,True,low
182,398,True,medium
182,748,True,medium
182,580,False,high
182,79,True,high
183,426,False,low
183,277,True,medium
183,957,False,medium
183,570,True,high
183,611,False,high
183,537,True,medium
183,862,True,high
183,449,True,medium
183,232,False,medium
183,612,True,medium
184,228,True,high
184,739,True,very high
184,862,True,medium
184,408,True,medium
184,486,True,medium
184,282,True,low
185,712,False,medium
185,357,True,low
185,829,True,low
185,832,True,low
185,779,True,medium
185,508,False,medium
185,35,True,high
186,900,True,medium
186,284,True,medium
186,677,True,medium
186,726,True,medium
186,589,True,high
186,403,True,very high
186,6,True,medium
186,568,True,medium
187,738,True,high
187,978,True,medium
187,836,True,medium
187,574,True,medium
187,230,True,medium
187,61,True,medium
187,724,True,medium
188,861,True,high
188,462,False,high
188,845,True,high
188,207,True,high
188,791,True,very high
188,64,True,low
188,226,True,low
188,255,True,medium
188,102,True,high
189,163,True,high
189,795,True,medium
189,32,True,low
189,610,True,very high
189,646,True,very high
189,819,True,very high
189,351,True,low
189,722,True,high
190,762,True,medium
190,19,True,high
190,238,True,medium
190,215,True,medium
190,476,True,high
190,264,True,medium
191,697,True,medium
191,282,True,medium
191,238,True,medium
191,12,True,medium
191,228,True,high
191,331,True,very high
191,486,True,very high
191,90,True,low
192,911,True,medium
192,994,True,medium
192,459,True,medium
192,873,True,high
192,449,True,medium
192,472,False,medium
192,79,True,medium
192,147,True,low
192,820,True,low
193,974,True,medium
193,310,True,medium
193,460,True,high
193,382,False,medium
194,694,True,medium
194,280,True,high
195,321,True,high
195,518,True,medium
195,877,True,high
195,927,True,medium
195,284,True,high
195,829,True,very high
195,265,True,medium
195,332,True,medium
195,264,True,medium
195,222,False,medium
196,958,True,medium
196,634,True,medium
196,537,True,low
196,223,True,low
196,788,False,low
196,578,False,medium
197,196,False,very high
197,13,True,medium
197,716,True,medium
197,40,True,medium
197,475,True,low
197,749,True,high
198,679,True,medium
198,649,True,medium
198,170,True,medium
198,362,False,low
198,364,True,very high
199,559,True,low
199,253,True,medium
199,772,False,medium
199,77,True,very high
199,598,True,medium
200,433,True,medium
200,369,True,low
200,854,False,medium
200,726,True,high
200,225,True,high
200,151,True,high
201,592,False,medium
201,293,False,low
201,90,True,low
201,433,True,low
201,271,True,medium
202,946,True,very high
202,694,True,low
202,732,True,medium
202,123,True,low
202,782,True,medium
203,723,True,medium
203,504,True,high
203,305,True,low
203,615,True,high
203,22,True,medium
203,523,False,medium
203,250,True,low
203,791,True,very high
203,361,True,medium
203,853,True,high
204,120,True,very high
204,751,True,very high
204,279,True,high
204,605,True,medium
204,465,True,medium
205,736,True,low
205,779,True,low
205,181,True,medium
205,249,True,medium
205,538,True,medium
205,604,True,low
205,100,False,medium
205,938,False,very high
206,313,False,high
206,129,False,medium
206,648,True,medium
206,508,True,medium
207,11,True,very high
207,54,True,high
207,707,True,high
207,933,True,high
207,814,True,low
207,870,False,medium
207,235,True,medium
207,431,True,very high
207,206,True,low
207,894,False,high
208,317,True,medium
208,200,True,high
208,522,True,high
208,135,True,medium
208,195,True,high
209,160,True,low
209,826,True,low
209,576,True,medium
209,154,False,high
209,606,True,very high
209,312,True,medium
209,40,True,medium
209,10,True,medium
209,760,True,medium
209,789,True,medium
210,445,True,medium
210,121,True,medium
210,150,False,medium
210,191,False,medium
210,365,True,low
210,82,True,low
210,262,True,low
210,228,True,high
210,943,True,low
210,139,True,medium
210,86,True,medium
211,482,True,medium
211,924,True,high
211,313,True,medium
211,449,True,medium
211,483,True,medium
212,947,True,low
212,901,True,medium
212,121,True,medium
212,365,True,medium
212,285,True,medium
212,962,True,medium
212,192,True,low
213,266,True,high
213,874,False,high
213,50,True,high
213,322,True,medium
213,893,True,high
214,68,True,high
214,692,True,very high
214,596,True,high
214,651,True,low
214,786,True,high
214,622,True,low
214,849,False,high
214,193,True,medium
214,352,True,high
214,627,True,high
215,322,True,low
215,997,True,high
215,925,True,low
215,993,True,very high
216,845,True,medium
216,327,True,medium
216,300,True,high
216,348,True,high
217,598,True,medium
217,966,True,very high
217,837,True,low
217,904,True,high
217,437,True,very high
217,936,False,very high
217,719,True,medium
217,142,True,medium
217,786,True,medium
218,942,True,high
218,983,True,low
218,13,True,medium
218,404,True,medium
218,721,True,low
218,648,True,medium
218,660,True,medium
218,58,True,low
218,583,True,low
218,843,True,high
218,520,True,low
218,764,True,medium
219,754,True,medium
219,416,True,high
219,252,True,high
219,231,True,medium
219,783,True,high
219,742,True,low
220,976,False,medium
220,524,True,medium
220,639,True,very high
220,794,True,high
220,776,True,very high
