open_house_id,listing_id,agent_employee_id,start_datetime,end_datetime
166,550,65,2023-09-16 11:00:00,2023-09-16 14:00:00
167,641,36,2021-06-12 11:00:00,2021-06-12 13:00:00
168,213,41,2021-07-10 13:00:00,2021-07-10 16:00:00
169,907,43,2023-08-12 11:00:00,2023-08-12 13:00:00
170,790,20,2021-04-17 11:00:00,2021-04-17 13:00:00
171,371,21,2021-09-04 12:00:00,2021-09-04 15:00:00
172,681,44,2021-07-25 12:00:00,2021-07-25 14:00:00
173,825,14,2022-05-28 11:00:00,2022-05-28 14:00:00
174,511,19,2023-12-10 12:00:00,2023-12-10 15:00:00
175,845,37,2024-09-21 12:00:00,2024-09-21 15:00:00
176,582,65,2024-04-13 13:00:00,2024-04-13 15:00:00
177,355,65,2024-09-28 13:00:00,2024-09-28 16:00:00
178,765,48,2023-06-17 13:00:00,2023-06-17 16:00:00
179,518,67,2022-07-30 12:00:00,2022-07-30 15:00:00
180,515,70,2022-07-23 13:00:00,2022-07-23 15:00:00
181,691,48,2022-03-05 13:00:00,2022-03-05 15:00:00
182,946,25,2021-09-04 11:00:00,2021-09-04 14:00:00
183,170,5,2024-07-27 13:00:00,2024-07-27 15:00:00
184,716,55,2023-12-16 11:00:00,2023-12-16 13:00:00
185,462,52,2022-07-30 11:00:00,2022-07-30 13:00:00
186,48,5,2023-04-15 13:00:00,2023-04-15 15:00:00
187,563,9,2023-12-23 14:00:00,2023-12-23 17:00:00
188,721,49,2021-02-27 13:00:00,2021-02-27 16:00:00
189,643,15,2024-06-29 13:00:00,2024-06-29 15:00:00
190,397,46,2023-08-06 12:00:00,2023-08-06 15:00:00
191,994,50,2025-01-11 13:00:00,2025-01-11 15:00:00
192,812,69,2024-05-12 14:00:00,2024-05-12 16:00:00
193,16,27,2022-02-05 13:00:00,2022-02-05 16:00:00
194,745,8,2024-03-16 13:00:00,2024-03-16 16:00:00
195,163,18,2022-10-15 12:00:00,2022-10-15 14:00:00
196,966,3,2021-10-30 12:00:00,2021-10-30 15:00:00
197,704,9,2022-04-03 11:00:00,2022-04-03 13:00:00
198,345,40,2024-05-18 11:00:00,2024-05-18 13:00:00
199,272,51,2022-02-12 11:00:00,2022-02-12 13:00:00
200,295,18,2023-04-30 12:00:00,2023-04-30 14:00:00
201,375,44,2022-12-04 12:00:00,2022-12-04 15:00:00
202,394,27,2024-05-19 14:00:00,2024-05-19 16:00:00
203,700,2,2024-08-03 11:00:00,2024-08-03 14:00:00
204,632,17,2023-03-25 12:00:00,2023-03-25 15:00:00
205,28,68,2022-05-14 14:00:00,2022-05-14 16:00:00
206,664,47,2024-02-25 13:00:00,2024-02-25 16:00:00
207,426,34,2021-09-18 13:00:00,2021-09-18 15:00:00
208,364,57,2023-09-10 12:00:00,2023-09-10 14:00:00
209,883,63,2024-04-06 13:00:00,2024-04-06 16:00:00
210,121,13,2021-01-30 12:00:00,2021-01-30 15:00:00
211,670,16,2023-08-19 12:00:00,2023-08-19 15:00:00
212,484,14,2022-10-22 11:00:00,2022-10-22 13:00:00
213,217,66,2021-10-30 11:00:00,2021-10-30 14:00:00
214,284,2,2022-09-17 14:00:00,2022-09-17 16:00:00
215,8,26,2021-06-12 13:00:00,2021-06-12 16:00:00
216,327,4,2021-11-13 11:00:00,2021-11-13 14:00:00
217,540,17,2022-09-10 14:00:00,2022-09-10 16:00:00
218,179,68,2021-03-06 14:00:00,2021-03-06 16:00:00
219,441,63,2022-03-12 12:00:00,2022-03-12 14:00:00
220,264,25,2024-10-05 14:00:00,2024-10-05 16:00:00
221,665,30,2024-06-15 13:00:00,2024-06-15 16:00:00
222,786,62,2024-06-22 14:00:00,2024-06-22 17:00:00
223,821,3,2024-02-10 11:00:00,2024-02-10 13:00:00
224,303,14,2021-10-09 11:00:00,2021-10-09 13:00:00
225,494,35,2021-04-24 13:00:00,2021-04-24 16:00:00
226,598,45,2023-10-28 11:00:00,2023-10-28 13:00:00
227,242,2,2021-10-16 13:00:00,2021-10-16 15:00:00
228,730,49,2024-12-07 11:00:00,2024-12-07 14:00:00
229,78,6,2022-12-03 13:00:00,2022-12-03 16:00:00
230,533,60,2022-09-17 13:00:00,2022-09-17 16:00:00
231,3,56,2023-06-03 13:00:00,2023-06-03 16:00:00
232,960,42,2022-04-10 13:00:00,2022-04-10 16:00:00
233,847,67,2023-05-27 13:00:00,2023-05-27 16:00:00
234,971,61,2023-09-23 13:00:00,2023-09-23 15:00:00
235,831,59,2023-08-19 11:00:00,2023-08-19 13:00:00
236,146,15,2024-05-05 12:00:00,2024-05-05 14:00:00
237,569,21,2023-04-29 14:00:00,2023-04-29 16:00:00
238,953,66,2022-11-19 12:00:00,2022-11-19 15:00:00
239,908,1,2023-12-09 12:00:00,2023-12-09 15:00:00
240,769,43,2023-12-16 14:00:00,2023-12-16 16:00:00
241,988,10,2023-10-07 13:00:00,2023-10-07 16:00:00
242,919,36,2023-07-29 11:00:00,2023-07-29 14:00:00
243,193,59,2024-09-21 12:00:00,2024-09-21 15:00:00
244,39,56,2022-01-22 12:00:00,2022-01-22 15:00:00
245,649,10,2022-11-19 11:00:00,2022-11-19 13:00:00
246,249,20,2022-01-30 12:00:00,2022-01-30 14:00:00
247,519,45,2024-06-22 13:00:00,2024-06-22 16:00:00
248,525,7,2023-01-22 11:00:00,2023-01-22 13:00:00
249,93,60,2022-01-16 12:00:00,2022-01-16 15:00:00
250,191,36,2022-04-17 11:00:00,2022-04-17 14:00:00
251,338,28,2023-12-23 11:00:00,2023-12-23 13:00:00
252,826,52,2023-05-21 12:00:00,2023-05-21 14:00:00
253,174,63,2021-09-25 14:00:00,2021-09-25 16:00:00
254,875,36,2021-02-27 13:00:00,2021-02-27 15:00:00
255,504,32,2024-05-04 14:00:00,2024-05-04 17:00:00
256,718,29,2021-08-28 12:00:00,2021-08-28 14:00:00
257,137,22,2024-02-11 13:00:00,2024-02-11 15:00:00
258,981,28,2023-02-04 13:00:00,2023-02-04 15:00:00
259,79,4,2023-05-27 14:00:00,2023-05-27 16:00:00
260,100,45,2023-07-15 13:00:00,2023-07-15 15:00:00
261,615,45,2024-01-21 14:00:00,2024-01-21 16:00:00
262,706,31,2024-11-30 11:00:00,2024-11-30 13:00:00
263,269,62,2021-09-19 12:00:00,2021-09-19 14:00:00
264,903,59,2022-02-05 12:00:00,2022-02-05 14:00:00
265,133,67,2022-09-24 14:00:00,2022-09-24 17:00:00
266,712,51,2023-06-24 13:00:00,2023-06-24 16:00:00
267,84,27,2021-04-24 12:00:00,2021-04-24 15:00:00
268,332,61,2023-12-23 11:00:00,2023-12-23 14:00:00
269,735,3,2023-06-24 11:00:00,2023-06-24 13:00:00
270,948,35,2022-06-04 13:00:00,2022-06-04 16:00:00
271,346,5,2022-02-26 12:00:00,2022-02-26 15:00:00
272,628,55,2024-07-06 14:00:00,2024-07-06 16:00:00
273,929,49,2023-09-30 11:00:00,2023-09-30 14:00:00
274,686,36,2022-09-03 14:00:00,2022-09-03 16:00:00
275,422,25,2024-09-14 14:00:00,2024-09-14 16:00:00
276,171,23,2023-04-15 11:00:00,2023-04-15 13:00:00
277,830,19,2022-10-22 13:00:00,2022-10-22 16:00:00
278,823,48,2023-09-23 12:00:00,2023-09-23 14:00:00
279,204,37,2022-12-31 12:00:00,2022-12-31 14:00:00
280,298,2,2021-07-17 11:00:00,2021-07-17 14:00:00
281,483,36,2023-04-22 13:00:00,2023-04-22 16:00:00
282,325,54,2024-02-10 13:00:00,2024-02-10 16:00:00
283,506,19,2023-12-30 12:00:00,2023-12-30 14:00:00
284,753,68,2023-06-11 13:00:00,2023-06-11 16:00:00
285,286,14,2021-03-06 14:00:00,2021-03-06 16:00:00
286,27,50,2022-03-05 14:00:00,2022-03-05 16:00:00
287,389,41,2024-04-13 13:00:00,2024-04-13 15:00:00
288,457,31,2022-11-12 14:00:00,2022-11-12 17:00:00
289,714,65,2024-03-16 14:00:00,2024-03-16 16:00:00
290,510,62,2023-12-23 12:00:00,2023-12-23 14:00:00
291,134,64,2023-11-18 14:00:00,2023-11-18 16:00:00
292,854,50,2024-04-20 11:00:00,2024-04-20 13:00:00
293,452,28,2024-06-08 14:00:00,2024-06-08 17:00:00
294,110,45,2024-04-06 11:00:00,2024-04-06 14:00:00
295,613,38,2022-09-24 13:00:00,2022-09-24 15:00:00
296,282,48,2021-01-23 11:00:00,2021-01-23 14:00:00
297,743,63,2022-01-15 13:00:00,2022-01-15 16:00:00
298,771,28,2021-01-16 14:00:00,2021-01-16 16:00:00
299,124,31,2022-12-10 11:00:00,2022-12-10 14:00:00
300,176,24,2021-07-31 12:00:00,2021-07-31 15:00:00
301,145,12,2021-09-18 13:00:00,2021-09-18 16:00:00
302,849,21,2023-05-13 13:00:00,2023-05-13 15:00:00
303,810,67,2022-12-31 11:00:00,2022-12-31 13:00:00
304,235,21,2021-08-21 11:00:00,2021-08-21 13:00:00
305,71,41,2021-10-23 12:00:00,2021-10-23 14:00:00
306,344,14,2022-08-13 12:00:00,2022-08-13 15:00:00
307,156,27,2022-12-03 12:00:00,2022-12-03 15:00:00
308,417,34,2024-07-27 11:00:00,2024-07-27 14:00:00
309,844,12,2022-04-02 13:00:00,2022-04-02 16:00:00
310,415,67,2022-01-08 11:00:00,2022-01-08 13:00:00
311,25,14,2022-10-08 13:00:00,2022-10-08 15:00:00
312,405,26,2023-07-29 14:00:00,2023-07-29 16:00:00
313,596,11,2021-06-12 14:00:00,2021-06-12 17:00:00
314,248,65,2021-08-14 11:00:00,2021-08-14 13:00:00
315,114,26,2023-02-18 13:00:00,2023-02-18 16:00:00
316,833,56,2021-07-11 13:00:00,2021-07-11 16:00:00
317,777,28,2024-01-06 13:00:00,2024-01-06 15:00:00
318,626,34,2024-06-30 12:00:00,2024-06-30 15:00:00
319,828,18,2023-12-30 14:00:00,2023-12-30 16:00:00
320,252,30,2023-03-25 14:00:00,2023-03-25 16:00:00
